  0.26000000E+004  0.98919609E-001  0.11588748E-002  0.34317147E-011  0.39769277E-014  0.72833465E-008
  0.29000000E+004  0.98808771E-001  0.11652238E-002  0.38470795E-011  0.44827085E-014  0.72494520E-008
  0.32000000E+004  0.98699100E-001  0.11709852E-002  0.42617564E-011  0.49904534E-014  0.72207445E-008
  0.35000000E+004  0.98590430E-001  0.11762792E-002  0.46764848E-011  0.55008516E-014  0.71961451E-008
  0.39000000E+004  0.98446864E-001  0.11827568E-002  0.52306555E-011  0.61865932E-014  0.71684147E-008
  0.43000000E+004  0.98304587E-001  0.11886993E-002  0.57875075E-011  0.68796060E-014  0.71452844E-008
  0.48000000E+004  0.98128234E-001  0.11955329E-002  0.64891340E-011  0.77579731E-014  0.71214187E-008
  0.53000000E+004  0.97953261E-001  0.12018377E-002  0.71988837E-011  0.86518901E-014  0.71019977E-008
  0.59000000E+004  0.97744752E-001  0.12088508E-002  0.80638271E-011  0.97479638E-014  0.70832565E-008
  0.65000000E+004  0.97537516E-001  0.12153811E-002  0.89458000E-011  0.10872556E-013  0.70684653E-008
  0.72000000E+004  0.97296977E-001  0.12225148E-002  0.99994785E-011  0.12224511E-013  0.70551394E-008
  0.80000000E+004  0.97023308E-001  0.12301564E-002  0.11241082E-010  0.13828289E-013  0.70440886E-008
  0.88000000E+004  0.96750526E-001  0.12373699E-002  0.12526522E-010  0.15499942E-013  0.70365310E-008
  0.98000000E+004  0.96410280E-001  0.12459204E-002  0.14200264E-010  0.17692398E-013  0.70309306E-008
  0.10800000E+005  0.96070379E-001  0.12540630E-002  0.15954769E-010  0.20008286E-013  0.70287484E-008
  0.12000000E+005  0.95662395E-001  0.12634281E-002  0.18175764E-010  0.22963771E-013  0.70296979E-008
  0.13300000E+005  0.95219710E-001  0.12731911E-002  0.20735733E-010  0.26400549E-013  0.70342558E-008
  0.14700000E+005  0.94741578E-001  0.12833763E-002  0.23685703E-010  0.30397670E-013  0.70424247E-008
  0.16300000E+005  0.94192778E-001  0.12947134E-002  0.27320507E-010  0.35372227E-013  0.70550161E-008
  0.18100000E+005  0.93571780E-001  0.13072024E-002  0.31770533E-010  0.41530515E-013  0.70723658E-008
  0.20000000E+005  0.92911661E-001  0.13201866E-002  0.36913516E-010  0.48732728E-013  0.70933197E-008
  0.22100000E+005  0.92176239E-001  0.13343964E-002  0.43170088E-010  0.57606012E-013  0.71185041E-008
  0.24500000E+005  0.91328251E-001  0.13505513E-002  0.51113901E-010  0.69031946E-013  0.71483210E-008
  0.27100000E+005  0.90400996E-001  0.13680389E-002  0.60753738E-010  0.83113477E-013  0.71796997E-008
  0.30100000E+005  0.89321172E-001  0.13882889E-002  0.73336718E-010  0.10181255E-012  0.72109630E-008
  0.33300000E+005  0.88159552E-001  0.14100743E-002  0.88637348E-010  0.12498524E-012  0.72323470E-008
  0.36800000E+005  0.86879189E-001  0.14342855E-002  0.10762384E-009  0.15436331E-012  0.72334780E-008
  0.40800000E+005  0.85401604E-001  0.14627557E-002  0.13101396E-009  0.19164141E-012  0.72102268E-008
  0.45200000E+005  0.83751079E-001  0.14953099E-002  0.15491010E-009  0.23163861E-012  0.71858965E-008
  0.50000000E+005  0.81912967E-001  0.15324584E-002  0.17616414E-009  0.26996422E-012  0.71756728E-008
  0.55400000E+005  0.79793456E-001  0.15765655E-002  0.19497203E-009  0.30738617E-012  0.71796251E-008
  0.61300000E+005  0.77415734E-001  0.16278831E-002  0.21123560E-009  0.34386686E-012  0.71956885E-008
  0.67900000E+005  0.74691671E-001  0.16894696E-002  0.22577290E-009  0.38143645E-012  0.72206446E-008
  0.75200000E+005  0.71631035E-001  0.17629382E-002  0.23830361E-009  0.42011454E-012  0.72492967E-008
  0.83200000E+005  0.68271655E-001  0.18499294E-002  0.24824101E-009  0.45922833E-012  0.72760157E-008
  0.92200000E+005  0.64554656E-001  0.19556861E-002  0.25536001E-009  0.49940403E-012  0.72973236E-008
  0.10210000E+006  0.60611635E-001  0.20813700E-002  0.25952472E-009  0.54016696E-012  0.73110607E-008
  0.11000000E+006  0.57605990E-001  0.21885657E-002  0.26107316E-009  0.57137576E-012  0.73168209E-008
  0.12000000E+006  0.53998584E-001  0.23331068E-002  0.26178558E-009  0.61077373E-012  0.73201740E-008
  0.13000000E+006  0.50614588E-001  0.24878442E-002  0.26182515E-009  0.65138018E-012  0.73212309E-008
  0.14000000E+006  0.47447313E-001  0.26533007E-002  0.26161727E-009  0.69414929E-012  0.73213163E-008
  0.15000000E+006  0.44485560E-001  0.28301645E-002  0.26134240E-009  0.73964200E-012  0.73210358E-008
  0.16000000E+006  0.41716672E-001  0.30191926E-002  0.26107216E-009  0.78822714E-012  0.73206582E-008
  0.17000000E+006  0.39127761E-001  0.32212547E-002  0.26082518E-009  0.84018436E-012  0.73202795E-008
  0.18000000E+006  0.36706671E-001  0.34372961E-002  0.26060033E-009  0.89576049E-012  0.73199223E-008
  0.19000000E+006  0.34441880E-001  0.36683164E-002  0.26039161E-009  0.95519880E-012  0.73195858E-008
  0.20000000E+006  0.32322836E-001  0.39154103E-002  0.26019307E-009  0.10187626E-011  0.73192630E-008
  0.21000000E+006  0.30339622E-001  0.41797505E-002  0.25999990E-009  0.10867347E-011  0.73189467E-008
  0.22000000E+006  0.28483125E-001  0.44625868E-002  0.25980863E-009  0.11594186E-011  0.73186311E-008
  0.23000000E+006  0.26744817E-001  0.47652867E-002  0.25961672E-009  0.12371481E-011  0.73183120E-008
  0.24000000E+006  0.25116839E-001  0.50893031E-002  0.25942231E-009  0.13202788E-011  0.73179862E-008
  0.25000000E+006  0.23591897E-001  0.54361917E-002  0.25922399E-009  0.14091913E-011  0.73176512E-008
  0.26000000E+006  0.22163196E-001  0.58076512E-002  0.25902058E-009  0.15043012E-011  0.73173051E-008
  0.27000000E+006  0.20824412E-001  0.62054735E-002  0.25881110E-009  0.16060454E-011  0.73169462E-008
  0.28000000E+006  0.19569704E-001  0.66316059E-002  0.25859463E-009  0.17148977E-011  0.73165731E-008
  0.29000000E+006  0.18393608E-001  0.70881157E-002  0.25837031E-009  0.18313586E-011  0.73161842E-008
  0.30000000E+006  0.17291055E-001  0.75772306E-002  0.25813728E-009  0.19559657E-011  0.73157784E-008
  0.31000000E+006  0.16257305E-001  0.81013220E-002  0.25789470E-009  0.20892880E-011  0.73153541E-008
  0.32000000E+006  0.15287954E-001  0.86629292E-002  0.25764171E-009  0.22319319E-011  0.73149102E-008
  0.33000000E+006  0.14378891E-001  0.92647540E-002  0.25737741E-009  0.23845384E-011  0.73144453E-008
  0.34000000E+006  0.13526281E-001  0.99096716E-002  0.25710088E-009  0.25477853E-011  0.73139579E-008
  0.35000000E+006  0.12726545E-001  0.10600732E-001  0.25681118E-009  0.27223864E-011  0.73134466E-008
  0.36000000E+006  0.11976346E-001  0.11341159E-001  0.25650732E-009  0.29090903E-011  0.73129101E-008
  0.37000000E+006  0.11272554E-001  0.12134367E-001  0.25618829E-009  0.31086827E-011  0.73123469E-008
  0.38000000E+006  0.10612233E-001  0.12983950E-001  0.25585303E-009  0.33219828E-011  0.73117554E-008
  0.39000000E+006  0.99926981E-002  0.13893651E-001  0.25550046E-009  0.35498343E-011  0.73111343E-008
  0.40000000E+006  0.94113692E-002  0.14867367E-001  0.25512951E-009  0.37931041E-011  0.73104819E-008
  0.41000000E+006  0.88658721E-002  0.15909220E-001  0.25473903E-009  0.40526993E-011  0.73097968E-008
  0.42000000E+006  0.83539674E-002  0.17023357E-001  0.25432790E-009  0.43295146E-011  0.73090775E-008
  0.43000000E+006  0.78735821E-002  0.18214075E-001  0.25389502E-009  0.46244628E-011  0.73083227E-008
  0.44000000E+006  0.74227498E-002  0.19485761E-001  0.25343926E-009  0.49384568E-011  0.73075307E-008
  0.45000000E+006  0.69996958E-002  0.20842650E-001  0.25295959E-009  0.52723481E-011  0.73067006E-008
  0.46000000E+006  0.66026279E-002  0.22289347E-001  0.25245492E-009  0.56270553E-011  0.73058309E-008
  0.47000000E+006  0.62299712E-002  0.23830113E-001  0.25192429E-009  0.60033842E-011  0.73049205E-008
  0.48000000E+006  0.58802138E-002  0.25469163E-001  0.25136680E-009  0.64021021E-011  0.73039686E-008
  0.49000000E+006  0.55519525E-002  0.27210489E-001  0.25078168E-009  0.68238922E-011  0.73029743E-008
  0.50000000E+006  0.52438591E-002  0.29057861E-001  0.25016827E-009  0.72693546E-011  0.73019371E-008
  0.51000000E+006  0.49547086E-002  0.31014566E-001  0.24952607E-009  0.77389426E-011  0.73008567E-008
  0.52000000E+006  0.46833205E-002  0.33083731E-001  0.24885470E-009  0.82330421E-011  0.72997329E-008
  0.53000000E+006  0.44285850E-002  0.35267594E-001  0.24815409E-009  0.87517977E-011  0.72985660E-008
  0.54000000E+006  0.41895065E-002  0.37568197E-001  0.24742424E-009  0.92952826E-011  0.72973565E-008
  0.55000000E+006  0.39651232E-002  0.39986447E-001  0.24666553E-009  0.98632782E-011  0.72961051E-008
  0.56000000E+006  0.37545352E-002  0.42522594E-001  0.24587855E-009  0.10455394E-010  0.72948133E-008
  0.57000000E+006  0.35568987E-002  0.45176014E-001  0.24506417E-009  0.11071022E-010  0.72934824E-008
  0.58000000E+006  0.33713835E-002  0.47945277E-001  0.24422347E-009  0.11709362E-010  0.72921143E-008
  0.59000000E+006  0.31972837E-002  0.50827720E-001  0.24335791E-009  0.12369327E-010  0.72907114E-008
  0.60000000E+006  0.30338657E-002  0.53819540E-001  0.24246922E-009  0.13049582E-010  0.72892763E-008
  0.61000000E+006  0.28804841E-002  0.56916433E-001  0.24155927E-009  0.13748692E-010  0.72878117E-008
  0.62000000E+006  0.27365071E-002  0.60112497E-001  0.24063032E-009  0.14464889E-010  0.72863210E-008
  0.63000000E+006  0.26013727E-002  0.63401114E-001  0.23968476E-009  0.15196280E-010  0.72848075E-008
  0.64000000E+006  0.24745062E-002  0.66774154E-001  0.23872534E-009  0.15940683E-010  0.72832750E-008
  0.65000000E+006  0.23554101E-002  0.70223619E-001  0.23775470E-009  0.16695995E-010  0.72817271E-008
  0.66000000E+006  0.22435864E-002  0.73740023E-001  0.23677577E-009  0.17459851E-010  0.72801679E-008
  0.67000000E+006  0.21385822E-002  0.77312770E-001  0.23579168E-009  0.18229708E-010  0.72786014E-008
  0.68000000E+006  0.20399962E-002  0.80932142E-001  0.23480523E-009  0.19003290E-010  0.72770314E-008
  0.69000000E+006  0.19473910E-002  0.84586716E-001  0.23381958E-009  0.19778030E-010  0.72754621E-008
  0.70000000E+006  0.18604086E-002  0.88265240E-001  0.23283768E-009  0.20551474E-010  0.72738973E-008
  0.71000000E+006  0.17786950E-002  0.91956637E-001  0.23186236E-009  0.21321283E-010  0.72723406E-008
  0.72000000E+006  0.17019130E-002  0.95649756E-001  0.23089636E-009  0.22085180E-010  0.72707955E-008
  0.73000000E+006  0.16297548E-002  0.99333697E-001  0.22994225E-009  0.22841014E-010  0.72692654E-008
  0.74000000E+006  0.15619260E-002  0.10299793E+000  0.22900241E-009  0.23586774E-010  0.72677534E-008
  0.75000000E+006  0.14981543E-002  0.10663241E+000  0.22807901E-009  0.24320614E-010  0.72662621E-008
  0.76000000E+006  0.14381830E-002  0.11022768E+000  0.22717401E-009  0.25040863E-010  0.72647942E-008
  0.77000000E+006  0.13817719E-002  0.11377499E+000  0.22628912E-009  0.25746043E-010  0.72633519E-008
  0.78000000E+006  0.13286967E-002  0.11726632E+000  0.22542581E-009  0.26434856E-010  0.72619371E-008
  0.79000000E+006  0.12787459E-002  0.12069383E+000  0.22458548E-009  0.27106081E-010  0.72605516E-008
  0.80000000E+006  0.12317278E-002  0.12405212E+000  0.22376889E-009  0.27759007E-010  0.72591967E-008
  0.81000000E+006  0.11874492E-002  0.12733505E+000  0.22297698E-009  0.28392786E-010  0.72578735E-008
  0.82000000E+006  0.11457440E-002  0.13053784E+000  0.22221033E-009  0.29006857E-010  0.72565830E-008
  0.83000000E+006  0.11064487E-002  0.13365645E+000  0.22146933E-009  0.29600805E-010  0.72553259E-008
  0.84000000E+006  0.10694181E-002  0.13668777E+000  0.22075419E-009  0.30174398E-010  0.72541026E-008
  0.85000000E+006  0.10345112E-002  0.13962864E+000  0.22006510E-009  0.30727390E-010  0.72529137E-008
  0.86000000E+006  0.10015855E-002  0.14247836E+000  0.21940173E-009  0.31259998E-010  0.72517589E-008
  0.87000000E+006  0.97053139E-003  0.14523529E+000  0.21876395E-009  0.31772245E-010  0.72506383E-008
  0.88000000E+006  0.94122680E-003  0.14789844E+000  0.21815151E-009  0.32264269E-010  0.72495519E-008
  0.89000000E+006  0.91356711E-003  0.15046842E+000  0.21756385E-009  0.32736490E-010  0.72484993E-008
  0.90000000E+006  0.88744965E-003  0.15294518E+000  0.21700055E-009  0.33189188E-010  0.72474802E-008
  0.91000000E+006  0.86278535E-003  0.15532963E+000  0.21646100E-009  0.33622808E-010  0.72464941E-008
  0.92000000E+006  0.83948275E-003  0.15762286E+000  0.21594460E-009  0.34037806E-010  0.72455406E-008
  0.93000000E+006  0.81746307E-003  0.15982639E+000  0.21545067E-009  0.34434702E-010  0.72446190E-008
  0.94000000E+006  0.79664790E-003  0.16194190E+000  0.21497851E-009  0.34814027E-010  0.72437288E-008
  0.95000000E+006  0.77696686E-003  0.16397137E+000  0.21452738E-009  0.35176349E-010  0.72428693E-008
  0.96000000E+006  0.75835251E-003  0.16591692E+000  0.21409656E-009  0.35522241E-010  0.72420399E-008
  0.97000000E+006  0.74074250E-003  0.16778081E+000  0.21368530E-009  0.35852292E-010  0.72412397E-008
  0.98000000E+006  0.72407816E-003  0.16956542E+000  0.21329284E-009  0.36167090E-010  0.72404681E-008
  0.99000000E+006  0.70830465E-003  0.17127321E+000  0.21291846E-009  0.36467227E-010  0.72397243E-008
  0.10000000E+007  0.69337061E-003  0.17290668E+000  0.21256140E-009  0.36753287E-010  0.72390077E-008
  0.10100000E+007  0.67922790E-003  0.17446839E+000  0.21222095E-009  0.37025848E-010  0.72383173E-008
  0.10200000E+007  0.66583140E-003  0.17596089E+000  0.21189640E-009  0.37285479E-010  0.72376526E-008
  0.10300000E+007  0.65313882E-003  0.17738672E+000  0.21158707E-009  0.37532735E-010  0.72370128E-008
  0.10400000E+007  0.64111050E-003  0.17874841E+000  0.21129227E-009  0.37768158E-010  0.72363971E-008
  0.10500000E+007  0.62970921E-003  0.18004848E+000  0.21101135E-009  0.37992273E-010  0.72358047E-008
  0.10600000E+007  0.61890003E-003  0.18128936E+000  0.21074370E-009  0.38205590E-010  0.72352350E-008
  0.10700000E+007  0.60865019E-003  0.18247346E+000  0.21048870E-009  0.38408602E-010  0.72346873E-008
  0.10800000E+007  0.59892893E-003  0.18360314E+000  0.21024577E-009  0.38601782E-010  0.72341608E-008
  0.10900000E+007  0.58970743E-003  0.18468065E+000  0.21001434E-009  0.38785586E-010  0.72336549E-008
  0.11000000E+007  0.58095889E-003  0.18570819E+000  0.20979390E-009  0.38960445E-010  0.72331689E-008
  0.11100000E+007  0.57265621E-003  0.18668805E+000  0.20958389E-009  0.39126809E-010  0.72327021E-008
  0.11200000E+007  0.56477560E-003  0.18762232E+000  0.20938382E-009  0.39285077E-010  0.72322538E-008
  0.11300000E+007  0.55729420E-003  0.18851300E+000  0.20919321E-009  0.39435641E-010  0.72318234E-008
  0.11400000E+007  0.55019064E-003  0.18936206E+000  0.20901161E-009  0.39578871E-010  0.72314102E-008
  0.11500000E+007  0.54344462E-003  0.19017139E+000  0.20883859E-009  0.39715125E-010  0.72310137E-008
  0.11600000E+007  0.53703750E-003  0.19094275E+000  0.20867373E-009  0.39844736E-010  0.72306333E-008
  0.11700000E+007  0.53095104E-003  0.19167789E+000  0.20851665E-009  0.39968031E-010  0.72302683E-008
  0.11800000E+007  0.52516873E-003  0.19237845E+000  0.20836696E-009  0.40085314E-010  0.72299183E-008
  0.11900000E+007  0.51967429E-003  0.19304606E+000  0.20822431E-009  0.40196882E-010  0.72295826E-008
  0.12000000E+007  0.51445306E-003  0.19368219E+000  0.20808836E-009  0.40303010E-010  0.72292607E-008
  0.12100000E+007  0.50949050E-003  0.19428835E+000  0.20795879E-009  0.40403969E-010  0.72289522E-008
  0.12200000E+007  0.50477341E-003  0.19486591E+000  0.20783528E-009  0.40500011E-010  0.72286565E-008
  0.12300000E+007  0.50028911E-003  0.19541621E+000  0.20771755E-009  0.40591375E-010  0.72283730E-008
  0.12400000E+007  0.49602567E-003  0.19594051E+000  0.20760531E-009  0.40678291E-010  0.72281015E-008
  0.12500000E+007  0.49197177E-003  0.19644005E+000  0.20749831E-009  0.40760977E-010  0.72278413E-008
  0.12600000E+007  0.48811674E-003  0.19691597E+000  0.20739628E-009  0.40839641E-010  0.72275921E-008
  0.12700000E+007  0.48445045E-003  0.19736940E+000  0.20729900E-009  0.40914479E-010  0.72273534E-008
  0.12800000E+007  0.48096335E-003  0.19780140E+000  0.20720622E-009  0.40985680E-010  0.72271248E-008
  0.12900000E+007  0.47764639E-003  0.19821296E+000  0.20711774E-009  0.41053420E-010  0.72269059E-008
  0.13000000E+007  0.47449100E-003  0.19860506E+000  0.20703335E-009  0.41117871E-010  0.72266963E-008
  0.13100000E+007  0.47148905E-003  0.19897862E+000  0.20695285E-009  0.41179192E-010  0.72264956E-008
  0.13200000E+007  0.46863288E-003  0.19933451E+000  0.20687605E-009  0.41237537E-010  0.72263035E-008
  0.13300000E+007  0.46591519E-003  0.19967357E+000  0.20680279E-009  0.41293051E-010  0.72261197E-008
  0.13400000E+007  0.46332909E-003  0.19999660E+000  0.20673288E-009  0.41345873E-010  0.72259437E-008
  0.13500000E+007  0.46086804E-003  0.20030435E+000  0.20666618E-009  0.41396135E-010  0.72257753E-008
  0.13600000E+007  0.45852584E-003  0.20059756E+000  0.20660252E-009  0.41443960E-010  0.72256141E-008
  0.13700000E+007  0.45629660E-003  0.20087690E+000  0.20654176E-009  0.41489469E-010  0.72254599E-008
  0.13800000E+007  0.45417476E-003  0.20114303E+000  0.20648378E-009  0.41532773E-010  0.72253123E-008
  0.13900000E+007  0.45215503E-003  0.20139659E+000  0.20642842E-009  0.41573980E-010  0.72251712E-008
  0.14000000E+007  0.45023238E-003  0.20163816E+000  0.20637558E-009  0.41613192E-010  0.72250361E-008
  0.14100000E+007  0.44840206E-003  0.20186832E+000  0.20632513E-009  0.41650506E-010  0.72249069E-008
  0.14200000E+007  0.44665954E-003  0.20208760E+000  0.20627695E-009  0.41686014E-010  0.72247833E-008
  0.14300000E+007  0.44500053E-003  0.20229653E+000  0.20623095E-009  0.41719805E-010  0.72246650E-008
  0.14400000E+007  0.44342096E-003  0.20249558E+000  0.20618702E-009  0.41751960E-010  0.72245519E-008
  0.14500000E+007  0.44191697E-003  0.20268524E+000  0.20614505E-009  0.41782560E-010  0.72244437E-008
  0.14600000E+007  0.44048486E-003  0.20286594E+000  0.20610497E-009  0.41811680E-010  0.72243403E-008
  0.14700000E+007  0.43912116E-003  0.20303811E+000  0.20606668E-009  0.41839391E-010  0.72242413E-008
  0.14800000E+007  0.43782255E-003  0.20320216E+000  0.20603010E-009  0.41865761E-010  0.72241466E-008
  0.14900000E+007  0.43658588E-003  0.20335846E+000  0.20599515E-009  0.41890857E-010  0.72240561E-008
  0.15000000E+007  0.43540814E-003  0.20350739E+000  0.20596175E-009  0.41914738E-010  0.72239695E-008
  0.15100000E+007  0.43428650E-003  0.20364928E+000  0.20592983E-009  0.41937463E-010  0.72238866E-008
  0.15200000E+007  0.43321826E-003  0.20378449E+000  0.20589933E-009  0.41959089E-010  0.72238074E-008
  0.15300000E+007  0.43220083E-003  0.20391332E+000  0.20587017E-009  0.41979669E-010  0.72237316E-008
  0.15400000E+007  0.43123177E-003  0.20403607E+000  0.20584229E-009  0.41999252E-010  0.72236591E-008
  0.15500000E+007  0.43030877E-003  0.20415303E+000  0.20581564E-009  0.42017888E-010  0.72235898E-008
  0.15600000E+007  0.42942960E-003  0.20426448E+000  0.20579016E-009  0.42035621E-010  0.72235235E-008
  0.15700000E+007  0.42859217E-003  0.20437068E+000  0.20576580E-009  0.42052495E-010  0.72234601E-008
  0.15800000E+007  0.42779447E-003  0.20447186E+000  0.20574249E-009  0.42068551E-010  0.72233994E-008
  0.15900000E+007  0.42703460E-003  0.20456828E+000  0.20572020E-009  0.42083829E-010  0.72233414E-008
  0.16000000E+007  0.42631076E-003  0.20466016E+000  0.20569888E-009  0.42098366E-010  0.72232859E-008
  0.16100000E+007  0.42562122E-003  0.20474770E+000  0.20567849E-009  0.42112198E-010  0.72232328E-008
  0.16200000E+007  0.42496434E-003  0.20483113E+000  0.20565897E-009  0.42125359E-010  0.72231820E-008
  0.16300000E+007  0.42433857E-003  0.20491062E+000  0.20564030E-009  0.42137881E-010  0.72231334E-008
  0.16400000E+007  0.42374241E-003  0.20498636E+000  0.20562243E-009  0.42149795E-010  0.72230869E-008
  0.16500000E+007  0.42317447E-003  0.20505854E+000  0.20560533E-009  0.42161129E-010  0.72230424E-008
  0.16600000E+007  0.42263340E-003  0.20512732E+000  0.20558896E-009  0.42171912E-010  0.72229999E-008
  0.16700000E+007  0.42211791E-003  0.20519286E+000  0.20557329E-009  0.42182171E-010  0.72229591E-008
  0.16800000E+007  0.42162679E-003  0.20525531E+000  0.20555829E-009  0.42191930E-010  0.72229202E-008
  0.16900000E+007  0.42115888E-003  0.20531482E+000  0.20554392E-009  0.42201213E-010  0.72228829E-008
  0.17000000E+007  0.42071309E-003  0.20537153E+000  0.20553016E-009  0.42210044E-010  0.72228472E-008
  0.17100000E+007  0.42028835E-003  0.20542557E+000  0.20551698E-009  0.42218443E-010  0.72228130E-008
  0.17200000E+007  0.41988367E-003  0.20547707E+000  0.20550436E-009  0.42226433E-010  0.72227803E-008
  0.17300000E+007  0.41949810E-003  0.20552614E+000  0.20549227E-009  0.42234032E-010  0.72227490E-008
  0.17400000E+007  0.41913074E-003  0.20557290E+000  0.20548068E-009  0.42241259E-010  0.72227190E-008
  0.17500000E+007  0.41878071E-003  0.20561746E+000  0.20546958E-009  0.42248132E-010  0.72226903E-008
  0.17600000E+007  0.41844720E-003  0.20565992E+000  0.20545894E-009  0.42254668E-010  0.72226629E-008
  0.17700000E+007  0.41812943E-003  0.20570038E+000  0.20544874E-009  0.42260884E-010  0.72226366E-008
  0.17800000E+007  0.41782664E-003  0.20573894E+000  0.20543896E-009  0.42266794E-010  0.72226114E-008
  0.17900000E+007  0.41753814E-003  0.20577568E+000  0.20542959E-009  0.42272413E-010  0.72225872E-008
  0.18000000E+007  0.41726325E-003  0.20581070E+000  0.20542060E-009  0.42277756E-010  0.72225641E-008
  0.18100000E+007  0.41700131E-003  0.20584406E+000  0.20541198E-009  0.42282836E-010  0.72225420E-008
  0.18200000E+007  0.41675173E-003  0.20587586E+000  0.20540371E-009  0.42287665E-010  0.72225208E-008
  0.18300000E+007  0.41651391E-003  0.20590616E+000  0.20539577E-009  0.42292255E-010  0.72225005E-008
  0.18400000E+007  0.41628730E-003  0.20593503E+000  0.20538816E-009  0.42296618E-010  0.72224810E-008
  0.18500000E+007  0.41607137E-003  0.20596255E+000  0.20538086E-009  0.42300765E-010  0.72224623E-008
  0.18600000E+007  0.41586562E-003  0.20598877E+000  0.20537385E-009  0.42304706E-010  0.72224445E-008
  0.18700000E+007  0.41566957E-003  0.20601375E+000  0.20536712E-009  0.42308452E-010  0.72224273E-008
  0.18800000E+007  0.41548275E-003  0.20603756E+000  0.20536066E-009  0.42312011E-010  0.72224109E-008
  0.18900000E+007  0.41530473E-003  0.20606025E+000  0.20535446E-009  0.42315392E-010  0.72223951E-008
  0.19000000E+007  0.41513510E-003  0.20608187E+000  0.20534851E-009  0.42318605E-010  0.72223800E-008
  0.19100000E+007  0.41497346E-003  0.20610248E+000  0.20534279E-009  0.42321657E-010  0.72223655E-008
  0.19200000E+007  0.41481943E-003  0.20612211E+000  0.20533729E-009  0.42324556E-010  0.72223516E-008
  0.19300000E+007  0.41467266E-003  0.20614082E+000  0.20533201E-009  0.42327310E-010  0.72223383E-008
  0.19400000E+007  0.41453280E-003  0.20615865E+000  0.20532694E-009  0.42329925E-010  0.72223255E-008
  0.19500000E+007  0.41439953E-003  0.20617564E+000  0.20532206E-009  0.42332408E-010  0.72223133E-008
  0.19600000E+007  0.41427253E-003  0.20619184E+000  0.20531737E-009  0.42334766E-010  0.72223015E-008
  0.19700000E+007  0.41415152E-003  0.20620726E+000  0.20531287E-009  0.42337005E-010  0.72222902E-008
  0.19800000E+007  0.41403620E-003  0.20622197E+000  0.20530854E-009  0.42339130E-010  0.72222793E-008
  0.19900000E+007  0.41392632E-003  0.20623598E+000  0.20530437E-009  0.42341147E-010  0.72222689E-008
  0.20000000E+007  0.41382161E-003  0.20624933E+000  0.20530036E-009  0.42343061E-010  0.72222589E-008
  0.20100000E+007  0.41372182E-003  0.20626205E+000  0.20529650E-009  0.42344878E-010  0.72222493E-008
  0.20200000E+007  0.41362674E-003  0.20627418E+000  0.20529279E-009  0.42346601E-010  0.72222401E-008
  0.20300000E+007  0.41353614E-003  0.20628573E+000  0.20528922E-009  0.42348236E-010  0.72222312E-008
  0.20400000E+007  0.41344980E-003  0.20629674E+000  0.20528578E-009  0.42349787E-010  0.72222227E-008
  0.20500000E+007  0.41336752E-003  0.20630723E+000  0.20528247E-009  0.42351258E-010  0.72222145E-008
  0.20600000E+007  0.41328912E-003  0.20631723E+000  0.20527928E-009  0.42352652E-010  0.72222067E-008
  0.20700000E+007  0.41321442E-003  0.20632675E+000  0.20527621E-009  0.42353974E-010  0.72221991E-008
  0.20800000E+007  0.41314323E-003  0.20633583E+000  0.20527326E-009  0.42355228E-010  0.72221919E-008
  0.20900000E+007  0.41307539E-003  0.20634448E+000  0.20527041E-009  0.42356415E-010  0.72221849E-008
